age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
27,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£10,000-19,999",157,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree",Agree,not applicable,4,0,video,No vote,Full-Time,No
19,Male,A-level or equivalent,Labour,"£70,000-79,999",148,"No, not too many",Disagree,Disagree,Agree,3,5,2,video,No vote,Other,Yes
18,Male,A-level or equivalent,Labour,"£60,000-69,999",158,"No, not too many",Disagree,Disagree,Agree,4,5,7,video,No vote,Not in paid work,Yes
19,Male,A-level or equivalent,Would rather not say,"£20,000-29,999",149,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",2,5,1,video,No vote,Other,Yes
32,Male,Post-secondary below-degree level qualification,None of the above,"£50,000-59,999",169,"No, not too many",Disagree,"Neither agree, nor disagree",Disagree,4,4,not applicable,video,No vote,Full-Time,No
34,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£80,000-89,999",163,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",3,5,4,video,No vote,Not in paid work,Yes
18,Male,A-level or equivalent,None of the above,Would rather not say,164,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,10,0,6,video,No vote,Part-Time,No
25,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"Over £100,000",154,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,7,1,video,No vote,Part-Time,Yes
46,Male,A-level or equivalent,None of the above,"£40,000-49,999",167,"Yes, too many","Neither agree, nor disagree",Disagree,Agree,2,5,0,video,No vote,Full-Time,No
19,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£90,000-99,999",163,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,2,3,video,No vote,Unemployed,Yes
19,Female,A-level or equivalent,None of the above,"£10,000-19,999",153,"No, not too many",Strongly disagree,Strongly disagree,Strongly disagree,4,5,not applicable,video,No vote,Full-Time,No
29,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"Under £10,000",154,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",8,2,5,video,No vote,Not in paid work,Yes
33,Female,A-level or equivalent,Labour,"£10,000-19,999",196,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,7,4,not applicable,video,No vote,Not in paid work,No
25,Female,A-level or equivalent,Labour,"£10,000-19,999",149,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",6,3,5,video,No vote,Full-Time,No
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",154,"No, not too many",Disagree,Disagree,Agree,2,6,1,video,No vote,Full-Time,No
21,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",234,"No, not too many",Strongly disagree,Agree,Agree,1,5,2,video,No vote,Not in paid work,Yes
20,Female,A-level or equivalent,Labour,"£60,000-69,999",155,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,video,No vote,Unemployed,Yes
18,Female,A-level or equivalent,Labour,"£40,000-49,999",154,"No, not too many",Strongly disagree,Disagree,Strongly agree,1,7,0,video,No vote,Other,Yes
47,Female,A-level or equivalent,None of the above,"£10,000-19,999",161,Don't know / not sure,Disagree,Disagree,Agree,1,4,7,video,No vote,Part-Time,No
35,Female,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",160,"No, not too many","Neither agree, nor disagree",Disagree,Agree,3,5,not applicable,video,No vote,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",153,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,5,4,3,video,No vote,Part-Time,No
32,Female,A-level or equivalent,Labour,"£30,000-39,999",299,"Yes, too many",Disagree,Disagree,Agree,9,0,5,video,No vote,Not in paid work,No
20,Female,A-level or equivalent,Labour,"Under £10,000",180,"No, not too many",Disagree,Disagree,Agree,3,5,4,video,No vote,Other,Yes
35,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",184,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,3,5,2,video,No vote,Other,No
21,Female,A-level or equivalent,Labour,"£20,000-29,999",166,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",8,2,3,video,No vote,Other,Yes
19,Female,A-level or equivalent,Labour,"£30,000-39,999",170,"No, not too many",Strongly disagree,Disagree,Agree,0,7,1,video,No vote,,Yes
20,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"Under £10,000",148,"No, not too many",Strongly disagree,Strongly disagree,Strongly disagree,1,2,5,video,No vote,Part-Time,Yes
36,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£40,000-49,999",456,"No, not too many",Disagree,Disagree,Agree,2,5,5,video,No vote,Not in paid work,No
47,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,Would rather not say,158,"No, not too many",Disagree,Disagree,Agree,5,5,3,video,No vote,Full-Time,No
37,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",165,"No, not too many",Disagree,Disagree,Agree,5,5,not applicable,video,No vote,Full-Time,No
22,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£40,000-49,999",166,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Disagree,6,5,6,video,No vote,Part-Time,Yes
19,Female,A-level or equivalent,Labour,Would rather not say,161,"No, not too many",Disagree,Disagree,Agree,0,5,0,video,No vote,Not in paid work,Yes
28,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£40,000-49,999",154,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",3,4,8,video,No vote,Unemployed,No
32,Female,A-level or equivalent,None of the above,"£60,000-69,999",167,"Yes, too many",Disagree,Disagree,Agree,7,3,6,video,No vote,Full-Time,No
22,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"Under £10,000",159,Don't know / not sure,Strongly disagree,Disagree,Agree,1,5,0,video,No vote,Part-Time,Yes
40,Female,A-level or equivalent,None of the above,"£10,000-19,999",167,"No, not too many","Neither agree, nor disagree",Disagree,Agree,7,7,7,video,No vote,Not in paid work,No
29,Female,A-level or equivalent,None of the above,"Under £10,000",159,Don't know / not sure,Disagree,Disagree,Agree,2,5,5,video,No vote,Part-Time,No
18,Female,A-level or equivalent,None of the above,"£50,000-59,999",152,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",3,not applicable,2,video,No vote,Unemployed,No
36,Female,GCSE or equivalent,None of the above,"£10,000-19,999",168,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,10,0,not applicable,video,No vote,Part-Time,No
19,Female,Post-secondary below-degree level qualification,Green Party,"£50,000-59,999",157,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,not applicable,video,No vote,Part-Time,Yes
39,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",159,"No, not too many","Neither agree, nor disagree",Disagree,Agree,1,5,1,video,No vote,Full-Time,No
18,Female,GCSE or equivalent,Conservatives,"£60,000-69,999",296,"No, not too many","Neither agree, nor disagree",Disagree,Agree,4,6,4,video,No vote,Part-Time,Yes
31,Female,GCSE or equivalent,None of the above,"£20,000-29,999",347,"Yes, too many",Disagree,Disagree,Agree,7,3,5,video,No vote,Not in paid work,No
38,Female,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",152,"Yes, too many",Disagree,"Neither agree, nor disagree",Disagree,6,3,5,video,No vote,Full-Time,No
19,Female,Post-secondary below-degree level qualification,Labour,"£10,000-19,999",576,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,6,5,video,No vote,Full-Time,Yes
35,Female,GCSE or equivalent,None of the above,"£30,000-39,999",160,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",5,5,7,video,No vote,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",UKIP,"£10,000-19,999",194,"Yes, too many",Disagree,Agree,Strongly disagree,9,1,2,video,No vote,Part-Time,No
31,Female,GCSE or equivalent,None of the above,"£20,000-29,999",161,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",not applicable,2,not applicable,video,No vote,Part-Time,No
18,Female,GCSE or equivalent,Labour,"£90,000-99,999",166,"No, not too many",Disagree,Strongly disagree,Agree,0,8,5,video,No vote,Unemployed,Yes
23,Female,A-level or equivalent,None of the above,"£50,000-59,999",171,"Yes, too many",Agree,"Neither agree, nor disagree","Neither agree, nor disagree",7,0,not applicable,video,No vote,Full-Time,Yes
24,Female,Post-secondary below-degree level qualification,None of the above,"Under £10,000",162,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Agree,5,5,5,video,No vote,Unemployed,No
19,Female,A-level or equivalent,Labour,"£50,000-59,999",160,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,5,video,No vote,Unemployed,Yes
46,Female,GCSE or equivalent,None of the above,"£20,000-29,999",169,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",7,3,5,video,No vote,Part-Time,No
25,Female,GCSE or equivalent,None of the above,"£20,000-29,999",153,Don't know / not sure,Disagree,"Neither agree, nor disagree",Disagree,5,not applicable,not applicable,video,No vote,Not in paid work,
18,Female,GCSE or equivalent,Labour,Would rather not say,155,Don't know / not sure,Strongly disagree,Strongly disagree,Strongly agree,5,5,not applicable,video,No vote,Part-Time,No
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£10,000-19,999",161,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree",Disagree,5,4,5,video,No vote,Part-Time,No
25,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",157,Don't know / not sure,"Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",6,4,5,video,No vote,Other,Yes
19,Female,Post-secondary below-degree level qualification,Conservatives,"£30,000-39,999",154,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",8,2,8,video,No vote,Part-Time,Yes
34,Female,A-level or equivalent,Conservatives,"£80,000-89,999",185,"No, not too many",Disagree,Agree,Agree,1,4,1,video,No vote,Full-Time,No
19,Female,A-level or equivalent,Labour,"£60,000-69,999",153,Don't know / not sure,Agree,Disagree,Disagree,2,1,7,video,No vote,,Yes
26,Female,A-level or equivalent,None of the above,"£20,000-29,999",160,"Yes, too many",Agree,"Neither agree, nor disagree",Agree,10,3,7,video,No vote,Not in paid work,No
54,Female,Post-secondary below-degree level qualification,None of the above,"£10,000-19,999",170,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,video,No vote,Other,No
18,Female,GCSE or equivalent,Liberal Democrats,"£60,000-69,999",145,,Disagree,Disagree,Agree,4,5,1,video,No vote,Unemployed,Yes
28,Female,GCSE or equivalent,None of the above,Would rather not say,159,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,5,5,5,video,No vote,Other,No
34,Female,Post-secondary below-degree level qualification,Conservatives,"£10,000-19,999",174,"Yes, too many",Disagree,Disagree,Disagree,6,1,9,video,No vote,Not in paid work,No
18,Female,A-level or equivalent,Labour,Would rather not say,143,Don't know / not sure,Disagree,Disagree,Agree,2,4,2,video,No vote,Other,Yes
51,Female,A-level or equivalent,None of the above,"£20,000-29,999",158,"Yes, too many",Agree,"Neither agree, nor disagree",Strongly disagree,8,2,8,video,No vote,Not in paid work,No
18,Female,A-level or equivalent,Labour,"£70,000-79,999",155,"No, not too many",Disagree,Disagree,Agree,0,7,3,video,No vote,Part-Time,Yes
46,Female,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",171,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",5,not applicable,5,video,No vote,Not in paid work,
18,Female,A-level or equivalent,Liberal Democrats,"£80,000-89,999",155,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",8,2,6,video,No vote,Due to start work,Yes
26,Female,Post-secondary below-degree level qualification,None of the above,"£30,000-39,999",160,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",7,4,5,video,No vote,Full-Time,No
44,Female,GCSE or equivalent,None of the above,"£10,000-19,999",150,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,10,video,No vote,Not in paid work,No
26,Female,A-level or equivalent,None of the above,Would rather not say,154,"No, not too many",Strongly disagree,Disagree,Agree,not applicable,5,5,video,No vote,Other,No
31,Female,GCSE or equivalent,None of the above,"£30,000-39,999",181,Don't know / not sure,"Neither agree, nor disagree",Agree,"Neither agree, nor disagree",6,4,7,video,No vote,Not in paid work,No
22,Female,A-level or equivalent,Labour,"£10,000-19,999",169,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",7,3,5,video,No vote,Not in paid work,Yes
40,Female,A-level or equivalent,None of the above,"Under £10,000",163,"Yes, too many",Agree,Agree,Disagree,7,7,9,video,No vote,Part-Time,No
42,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£70,000-79,999",157,Don't know / not sure,"Neither agree, nor disagree",Agree,Agree,3,4,1,video,No vote,Part-Time,Yes
50,Female,GCSE or equivalent,Labour,"Under £10,000",161,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,5,2,video,No vote,Not in paid work,No
18,Female,Post-secondary below-degree level qualification,Conservatives,Would rather not say,153,"No, not too many",Strongly disagree,Disagree,Agree,1,5,not applicable,video,No vote,Other,Yes
56,Female,GCSE or equivalent,None of the above,Would rather not say,166,"No, not too many",Disagree,"Neither agree, nor disagree",Disagree,5,5,5,video,No vote,Not in paid work,No
20,Female,A-level or equivalent,Green Party,"Under £10,000",151,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,5,3,1,video,No vote,Other,Yes
19,Female,A-level or equivalent,Green Party,Would rather not say,154,"No, not too many",Strongly disagree,Disagree,Disagree,2,6,0,video,No vote,Other,Yes
18,Female,A-level or equivalent,Labour,"£60,000-69,999",157,"No, not too many",Disagree,Disagree,Agree,3,5,5,video,No vote,Part-Time,Yes
29,Female,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",153,"Yes, too many",Disagree,Disagree,Disagree,10,0,10,video,No vote,Part-Time,No
19,Female,A-level or equivalent,Would rather not say,Would rather not say,224,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",0,7,5,video,No vote,Part-Time,Yes
18,Female,GCSE or equivalent,Labour,"£20,000-29,999",143,"No, not too many",Disagree,Disagree,Agree,3,6,not applicable,video,No vote,Unemployed,Yes
52,Female,GCSE or equivalent,Conservatives,"Under £10,000",164,"No, not too many",Disagree,Disagree,Agree,1,5,9,video,No vote,Not in paid work,No
26,Female,Post-secondary below-degree level qualification,None of the above,"£30,000-39,999",151,"Yes, too many",Disagree,Agree,"Neither agree, nor disagree",5,1,9,video,No vote,Full-Time,No
20,Female,A-level or equivalent,Labour,"Under £10,000",208,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,9,3,video,No vote,Unemployed,Yes
21,Female,A-level or equivalent,None of the above,"£30,000-39,999",148,"No, not too many",Disagree,Disagree,Agree,4,4,5,video,No vote,Part-Time,No
